low,high,volume,close,time,percentChange,percentVol,open
39.9200,41.2000,591634,40.5100,2020-04-13,-0.025264677574591055,-0.8601723166078373,40.6600
41.1416,42.7500,4231165,41.5600,2020-04-09,0.029222387320455567,0.2422684211005346,41.6700
38.6000,40.6900,3405999,40.3800,2020-04-08,0.052384675527756164,-0.06723291797891273,38.8000
38.1500,40.7800,3651500,38.3700,2020-04-07,-0.013878180416345365,0.11563257421026574,39.9200
37.9100,39.1400,3273031,38.9100,2020-04-06,0.06778265642151471,0.5808895305338699,38.4700
35.5300,37.6800,2070373,36.4400,2020-04-03,-0.018847603661820256,0.048932232440010104,36.9700
36.1700,38.0500,1973791,37.1400,2020-04-02,0.006504065040650486,-0.19971464008281037,36.5800
36.5100,38.8645,2466359,36.9000,2020-04-01,-0.06700379266750944,0.3920413465277688,37.7500
38.8900,41.0000,1771757,39.5500,2020-03-31,-0.006281407035175879,-0.49541036709373754,39.4600
38.7800,41.1700,3511283,39.8000,2020-03-30,0.02709677419354839,0.09952446503098833,39.7100
38.2700,40.9900,3193456,38.7500,2020-03-27,-0.08909261871180063,-0.0027243940065829753,40.2300
39.5000,42.9000,3202180,42.5400,2020-03-26,0.0813421453990848,-0.14414859866888108,39.9400
38.17,42.4,3741514,39.34,2020-03-25,0.012612612612612706,0.042235230343848684,39.37
34.5300,38.8600,3589894,38.8500,2020-03-24,0.14466705951679448,-0.03508730433062379,36.4600
31.5300,35.7300,3720434,33.9400,2020-03-23,0.04462911665127711,-0.45690472388140535,33.0000
32.02,36.89,6850426,32.49,2020-03-20,0.0165832290362955,0.609738192952135,32.84
28.18,32.71,4255615,31.96,2020-03-19,0.10703152060962928,-0.07403152363663501,29.0
25.5100,30.1500,4595853,28.8700,2020-03-18,-0.07822477650063853,-0.09098833259261152,29.0000
30.24,33.46,5055879,31.32,2020-03-17,-0.027631170443961572,-0.012239844689753587,32.81
29.18,34.31,5118529,32.21,2020-03-16,-0.10403337969401949,0.047417445617375265,29.18
33.14,35.95,4886809,35.95,2020-03-13,0.098045204642639,-0.27649166319111473,35.18
