low,high,volume,close,time,percentChange,percentVol,open
2017.6600,2053.0000,4655617,2042.7600,2020-04-09,-0.00011747430249631208,0.1705432788417709,2044.3000
2011.1500,2044.0000,3977313,2043.0000,2020-04-08,0.015609465102406128,-0.22226706658977946,2021.0000
1997.6200,2035.7200,5113983,2011.6000,2020-04-07,0.007013451208706556,-0.11418280493890631,2017.1100
1930.0200,1998.5200,5773181,1997.5900,2020-04-06,0.04772919190806624,0.5992767052553138,1936.0000
1889.1500,1926.3300,3609870,1906.5900,2020-04-03,-0.006378887134347533,-0.16746252581593335,1911.1500
1890.0000,1927.5300,4335985,1918.8300,2020-04-02,0.0058342506683439765,0.05194480667172097,1901.6400
1893.0000,1944.9600,4121875,1907.7000,2020-04-01,-0.02155181256795846,-0.19551602712610172,1932.9700
1944.01,1993.02,5071342,1949.72,2020-03-31,-0.007245601975610416,-0.17217270992070466,1964.35
1912.34,1973.63,6126087,1963.95,2020-03-30,0.033603494552918445,0.1370089294580057,1922.83
1899.92,1939.79,5387897,1900.1,2020-03-27,-0.028325381362216184,-0.1358789039758349,1930.86
1889.2900,1956.4900,6235118,1955.4900,2020-03-26,0.03693314385101609,-0.0376527629801362,1902.0000
1885.78,1950.26,6479073,1885.84,2020-03-25,-0.02796763053450857,-0.09346572306452428,1920.69
1900.34,1955.0,7147080,1940.1,2020-03-24,0.01958661572499909,-0.08470383962889616,1952.01
1812.0000,1919.4000,7808489,1902.8300,2020-03-23,0.030735229593356728,-0.20466405577595914,1827.7500
1820.73,1957.0,9817850,1846.09,2020-03-20,-0.01852275204287246,-0.05597078753220086,1926.31
1832.6500,1945.0000,10399943,1880.9300,2020-03-19,0.027830601092896146,0.0837454280541754,1860.0000
1745.0,1841.66,9596297,1830.0,2020-03-18,0.01225772192229413,-0.1209871203317282,1750.0
1689.2400,1857.7800,10917129,1807.8400,2020-03-17,0.07026611017375584,0.2242687640212555,1775.4700
1626.03,1759.45,8917265,1689.15,2020-03-16,-0.0536974789915966,0.012206964462568415,1641.51
1680.6200,1786.3100,8809725,1785.0000,2020-03-13,0.06464830819331868,-0.22355377749793892,1755.0000
1675.0,1765.0,11346214,1676.61,2020-03-12,-0.07922080775018403,1.00930645879078,1721.98
1801.5,1871.32,5646831,1820.86,2020-03-11,-0.03750885390787706,-0.20838558817715758,1857.85
1818.17,1894.27,7133310,1891.82,2020-03-10,0.05065505578665008,-0.08702186239958065,1870.88
