,open,high,low,close,volume,time
33,318.6700,318.7000,318.6100,318.6922,84177,2020-02-07 15:27:00
34,318.4375,318.7000,318.3500,318.6550,61493,2020-02-07 15:26:00
35,318.3300,318.5500,318.2700,318.4700,78468,2020-02-07 15:25:00
36,318.3852,318.6687,318.2754,318.3552,98500,2020-02-07 15:24:00
37,318.5600,318.5600,318.2700,318.3951,64166,2020-02-07 15:23:00
38,318.3900,318.6200,318.3400,318.5900,52795,2020-02-07 15:22:00
39,318.7300,318.8100,318.2500,318.3725,129410,2020-02-07 15:21:00
40,318.6200,318.8900,318.4200,318.7700,140109,2020-02-07 15:20:00
41,318.7700,318.7990,318.6243,318.6327,77104,2020-02-07 15:19:00
42,318.8300,318.8300,318.6700,318.7600,60350,2020-02-07 15:18:00
43,318.9925,319.0000,318.7500,318.8400,64185,2020-02-07 15:17:00
44,318.9000,319.0900,318.8300,319.0000,50677,2020-02-07 15:16:00
45,318.7800,319.0000,318.7800,318.9600,66294,2020-02-07 15:15:00
46,319.0000,319.0200,318.7800,318.7816,59569,2020-02-07 15:14:00
47,319.0600,319.0950,318.9600,318.9825,38371,2020-02-07 15:13:00
48,318.9521,319.1799,318.9300,319.0749,64996,2020-02-07 15:12:00
49,319.1951,319.2300,318.8800,318.9800,115478,2020-02-07 15:11:00
50,319.2600,319.3400,319.1800,319.1800,57430,2020-02-07 15:10:00
51,319.4000,319.4064,319.2699,319.2699,36376,2020-02-07 15:09:00
52,319.4850,319.5500,319.2815,319.3800,42663,2020-02-07 15:08:00
53,319.3664,319.5600,319.3500,319.4700,37924,2020-02-07 15:07:00
54,319.4550,319.5708,319.3700,319.3700,49573,2020-02-07 15:06:00
55,319.6925,319.6925,319.4300,319.4400,50060,2020-02-07 15:05:00
56,319.7200,319.8500,319.6700,319.6800,50553,2020-02-07 15:04:00
57,319.6600,319.7200,319.5700,319.7185,39131,2020-02-07 15:03:00
58,319.4500,319.6600,319.4500,319.6600,41800,2020-02-07 15:02:00
59,319.5600,319.6700,319.4000,319.4350,31834,2020-02-07 15:01:00
60,319.6000,319.8300,319.5200,319.5700,56497,2020-02-07 15:00:00
61,319.6300,319.7200,319.5500,319.5824,29523,2020-02-07 14:59:00
62,319.5499,319.6700,319.4600,319.6643,53925,2020-02-07 14:58:00
63,319.3431,319.5500,319.3300,319.5449,33211,2020-02-07 14:57:00
64,319.4799,319.5800,319.2100,319.3401,57466,2020-02-07 14:56:00
65,319.1800,319.4900,319.0454,319.4648,81826,2020-02-07 14:55:00
66,319.5600,319.5900,319.1500,319.1700,60142,2020-02-07 14:54:00
67,319.6990,319.7088,319.5200,319.5397,35840,2020-02-07 14:53:00
68,319.5698,319.7400,319.5300,319.7134,33375,2020-02-07 14:52:00
69,319.5600,319.6900,319.5100,319.5700,37490,2020-02-07 14:51:00
70,319.5100,319.6200,319.5100,319.5500,24543,2020-02-07 14:50:00
71,319.3913,319.5300,319.3500,319.4815,34049,2020-02-07 14:49:00
72,319.7400,319.7400,319.3300,319.4250,89860,2020-02-07 14:48:00
73,319.6600,319.8200,319.6200,319.7449,32937,2020-02-07 14:47:00
74,319.9201,319.9400,319.6700,319.6700,50560,2020-02-07 14:46:00
75,319.7467,320.2400,319.7467,319.9400,95176,2020-02-07 14:45:00
76,319.7500,319.7641,319.6145,319.7253,27258,2020-02-07 14:44:00
77,319.6320,319.8343,319.5100,319.7530,45198,2020-02-07 14:43:00
78,319.6500,319.7500,319.5300,319.6202,41645,2020-02-07 14:42:00
79,319.7400,319.8600,319.5600,319.6400,89635,2020-02-07 14:41:00
80,320.0754,320.0754,319.7200,319.7400,57452,2020-02-07 14:40:00
81,320.0700,320.1000,319.9300,320.0733,44012,2020-02-07 14:39:00
82,319.9030,320.1000,319.8300,320.0500,54587,2020-02-07 14:38:00
83,319.6700,319.9500,319.6700,319.9126,49872,2020-02-07 14:37:00
84,319.9100,319.9300,319.5700,319.6800,71849,2020-02-07 14:36:00
85,319.9600,320.0000,319.8000,319.9200,46675,2020-02-07 14:35:00
86,320.0500,320.0800,319.8900,319.9616,67458,2020-02-07 14:34:00
87,319.8000,320.0900,319.8000,320.0513,75319,2020-02-07 14:33:00
88,319.7400,319.9211,319.7010,319.8000,60249,2020-02-07 14:32:00
89,319.5800,319.9700,319.5800,319.7400,99461,2020-02-07 14:31:00
90,319.5250,319.7500,319.5050,319.6075,68912,2020-02-07 14:30:00
91,319.6702,320.0336,319.5231,319.5302,103551,2020-02-07 14:29:00
92,319.1964,319.7000,319.1950,319.6460,108262,2020-02-07 14:28:00
93,318.7947,319.2000,318.7947,319.2000,134508,2020-02-07 14:27:00
94,318.7600,318.8200,318.6600,318.7900,43834,2020-02-07 14:26:00
95,318.9800,319.0000,318.5000,318.7300,122121,2020-02-07 14:25:00
96,318.9265,319.3100,318.8500,318.9848,101942,2020-02-07 14:24:00
97,318.5200,318.9600,318.3300,318.8978,175993,2020-02-07 14:23:00
98,319.0099,319.0099,318.4490,318.5100,119956,2020-02-07 14:22:00
99,319.3000,319.3300,318.9400,318.9900,115117,2020-02-07 14:21:00
100,319.3435,319.4900,319.2500,319.3200,51858,2020-02-07 14:20:00
101,319.4200,319.5500,319.3100,319.3300,53944,2020-02-07 14:19:00
102,319.6112,319.6200,319.3300,319.4200,63822,2020-02-07 14:18:00
103,319.9000,319.9400,319.5200,319.5900,65528,2020-02-07 14:17:00
104,319.4100,319.9500,319.3500,319.9398,127888,2020-02-07 14:16:00
105,319.1515,319.6767,319.1462,319.3915,152361,2020-02-07 14:15:00
106,319.4500,319.4500,319.0000,319.1500,112659,2020-02-07 14:14:00
107,319.7500,319.7600,319.3300,319.4763,106552,2020-02-07 14:13:00
108,319.9900,320.0800,319.6000,319.7250,99518,2020-02-07 14:12:00
109,319.8000,320.0350,319.7701,319.9900,68320,2020-02-07 14:11:00
110,319.7000,319.8800,319.7000,319.8200,61420,2020-02-07 14:10:00
111,319.9648,320.0200,319.5501,319.7100,136631,2020-02-07 14:09:00
112,320.0700,320.1000,319.8600,319.9900,234856,2020-02-07 14:08:00
113,320.4800,320.5000,320.0800,320.1099,129145,2020-02-07 14:07:00
114,320.5300,320.6000,320.3500,320.5000,65913,2020-02-07 14:06:00
115,320.9599,320.9599,320.4500,320.5500,82197,2020-02-07 14:05:00
116,320.7700,321.0100,320.7700,320.9400,65594,2020-02-07 14:04:00
117,320.5300,320.8100,320.5100,320.7600,53300,2020-02-07 14:03:00
118,320.5600,320.6832,320.5100,320.5220,65874,2020-02-07 14:02:00
119,320.7300,320.8040,320.5500,320.5600,65041,2020-02-07 14:01:00
120,320.8200,320.9000,320.7400,320.7400,36490,2020-02-07 14:00:00
121,320.9146,320.9200,320.6900,320.8110,59851,2020-02-07 13:59:00
122,321.0800,321.0800,320.8200,320.9000,139160,2020-02-07 13:58:00
123,321.2000,321.2123,321.0200,321.0702,35316,2020-02-07 13:57:00
124,321.3230,321.3950,321.2000,321.2000,28067,2020-02-07 13:56:00
125,321.4400,321.4500,321.2090,321.3250,64927,2020-02-07 13:55:00
126,321.4616,321.4800,321.3950,321.4426,22560,2020-02-07 13:54:00
127,321.4800,321.4971,321.3800,321.4650,27541,2020-02-07 13:53:00
128,321.4400,321.5000,321.3700,321.4900,24625,2020-02-07 13:52:00
129,321.4400,321.5400,321.4000,321.4124,24750,2020-02-07 13:51:00
130,321.5800,321.5891,321.4500,321.4700,22791,2020-02-07 13:50:00
131,321.3640,321.6000,321.3500,321.6000,30343,2020-02-07 13:49:00
132,321.6800,321.6800,321.3100,321.3750,63233,2020-02-07 13:48:00
133,321.7197,321.7300,321.5800,321.6500,30418,2020-02-07 13:47:00
134,321.7950,321.8000,321.5900,321.7000,26121,2020-02-07 13:46:00
135,321.7150,321.8500,321.7150,321.7827,26648,2020-02-07 13:45:00
136,321.6700,321.8300,321.6420,321.7325,49736,2020-02-07 13:44:00
137,321.6700,321.6700,321.5500,321.6400,48209,2020-02-07 13:43:00
138,321.7600,321.8000,321.6600,321.6800,32580,2020-02-07 13:42:00
139,321.6972,321.8900,321.6600,321.7830,42524,2020-02-07 13:41:00
140,321.8296,321.8855,321.6320,321.6550,34127,2020-02-07 13:40:00
141,321.9450,322.0100,321.7200,321.8136,36742,2020-02-07 13:39:00
142,321.9480,322.1165,321.8500,321.9549,23630,2020-02-07 13:38:00
143,321.9353,322.0200,321.7100,321.9200,38952,2020-02-07 13:37:00
144,321.7800,322.3500,321.7800,321.9300,99595,2020-02-07 13:36:00
145,322.3681,322.4458,321.7300,321.7950,109141,2020-02-07 13:35:00
146,322.2800,322.4000,322.2300,322.3600,20625,2020-02-07 13:34:00
147,322.1700,322.3100,322.1550,322.2575,26122,2020-02-07 13:33:00
148,322.3850,322.3850,322.1700,322.1700,24941,2020-02-07 13:32:00
149,322.2300,322.3989,322.2298,322.3937,37487,2020-02-07 13:31:00
150,322.2100,322.3300,322.1820,322.2234,36649,2020-02-07 13:30:00
151,322.1500,322.2900,322.1300,322.1979,39666,2020-02-07 13:29:00
152,322.0800,322.1500,322.0800,322.1300,18962,2020-02-07 13:28:00
153,322.1100,322.1800,322.0700,322.0700,43631,2020-02-07 13:27:00
154,322.1500,322.2000,322.1100,322.1150,31899,2020-02-07 13:26:00
155,322.1000,322.1400,322.0000,322.1400,35849,2020-02-07 13:25:00
156,322.0600,322.1898,322.0100,322.1300,42164,2020-02-07 13:24:00
157,322.2200,322.2423,321.8800,322.0599,98804,2020-02-07 13:23:00
158,322.4579,322.4701,322.1941,322.2300,59653,2020-02-07 13:22:00
159,322.5400,322.5800,322.4000,322.4656,15257,2020-02-07 13:21:00
160,322.5800,322.5800,322.4400,322.5400,24631,2020-02-07 13:20:00
161,322.6000,322.6200,322.5100,322.5728,23389,2020-02-07 13:19:00
162,322.5100,322.6500,322.5100,322.5850,29771,2020-02-07 13:18:00
163,322.3400,322.5600,322.3400,322.5001,32094,2020-02-07 13:17:00
164,322.4110,322.5400,322.3500,322.3500,26247,2020-02-07 13:16:00
165,322.5400,322.5950,322.4100,322.4222,49936,2020-02-07 13:15:00
166,322.6319,322.6700,322.5300,322.5500,12704,2020-02-07 13:14:00
167,322.5800,322.6395,322.5800,322.6200,24985,2020-02-07 13:13:00
168,322.6300,322.6401,322.5200,322.6000,25595,2020-02-07 13:12:00
169,322.6900,322.7100,322.6500,322.6500,15566,2020-02-07 13:11:00
170,322.6400,322.7000,322.6201,322.6900,27204,2020-02-07 13:10:00
171,322.6500,322.7150,322.6326,322.6326,20184,2020-02-07 13:09:00
172,322.5600,322.6900,322.5500,322.6400,23866,2020-02-07 13:08:00
173,322.6150,322.6489,322.5600,322.5900,16587,2020-02-07 13:07:00
174,322.6299,322.7500,322.5650,322.5900,32402,2020-02-07 13:06:00
175,322.5200,322.6300,322.4900,322.6200,33473,2020-02-07 13:05:00
176,322.4400,322.5787,322.4400,322.5300,29421,2020-02-07 13:04:00
177,322.5400,322.5500,322.3500,322.4324,59901,2020-02-07 13:03:00
178,322.5700,322.6100,322.5300,322.5600,20765,2020-02-07 13:02:00
179,322.5800,322.6000,322.4600,322.5600,38561,2020-02-07 13:01:00
180,322.6900,322.7000,322.5900,322.5900,37968,2020-02-07 13:00:00
181,322.7000,322.8200,322.6760,322.6760,35599,2020-02-07 12:59:00
182,322.6700,322.7200,322.6400,322.7100,19892,2020-02-07 12:58:00
183,322.6940,322.7100,322.6400,322.6794,18075,2020-02-07 12:57:00
184,322.7400,322.8700,322.6765,322.6765,19875,2020-02-07 12:56:00
185,322.7300,322.7599,322.6482,322.7100,30587,2020-02-07 12:55:00
186,322.8400,322.8500,322.7300,322.7300,20819,2020-02-07 12:54:00
187,322.8000,322.8100,322.7200,322.8034,18873,2020-02-07 12:53:00
188,322.6900,322.8701,322.6800,322.8157,37311,2020-02-07 12:52:00
189,322.8700,322.8700,322.5981,322.6732,44601,2020-02-07 12:51:00
190,322.8800,322.9400,322.8500,322.8819,15602,2020-02-07 12:50:00
191,322.8950,322.9000,322.8300,322.8750,18550,2020-02-07 12:49:00
192,322.9753,323.0500,322.8900,322.8900,24484,2020-02-07 12:48:00
193,322.9320,322.9764,322.9100,322.9764,14760,2020-02-07 12:47:00
194,322.9304,322.9900,322.8800,322.9100,25810,2020-02-07 12:46:00
195,322.9044,323.0199,322.8500,322.8900,32303,2020-02-07 12:45:00
196,323.1173,323.1208,322.8800,322.9200,27704,2020-02-07 12:44:00
197,323.1800,323.2299,323.0400,323.1000,31709,2020-02-07 12:43:00
198,323.1650,323.2299,323.1200,323.2000,19627,2020-02-07 12:42:00
199,323.0700,323.1800,323.0700,323.1643,43431,2020-02-07 12:41:00
200,322.9500,323.1000,322.9500,323.0660,22210,2020-02-07 12:40:00
201,323.0001,323.0400,322.9362,322.9500,22029,2020-02-07 12:39:00
202,323.0200,323.0400,322.9100,323.0200,32099,2020-02-07 12:38:00
203,323.0300,323.1000,322.9700,323.0400,24217,2020-02-07 12:37:00
204,323.0300,323.0900,323.0100,323.0300,25651,2020-02-07 12:36:00
205,323.0500,323.0700,322.9801,323.0100,26058,2020-02-07 12:35:00
206,323.0802,323.1200,323.0500,323.0500,21231,2020-02-07 12:34:00
207,323.1202,323.2099,323.0400,323.0619,27692,2020-02-07 12:33:00
208,323.1800,323.2000,323.0300,323.1258,30820,2020-02-07 12:32:00
209,323.2300,323.2785,323.1100,323.1450,28127,2020-02-07 12:31:00
210,323.2800,323.2950,323.2101,323.2400,14583,2020-02-07 12:30:00
211,323.2900,323.3000,323.2500,323.2900,20123,2020-02-07 12:29:00
212,323.1781,323.3000,323.1700,323.2700,21211,2020-02-07 12:28:00
213,323.3100,323.3200,323.1400,323.1500,21778,2020-02-07 12:27:00
214,323.2400,323.3300,323.2400,323.3000,23253,2020-02-07 12:26:00
215,323.2000,323.3546,323.2000,323.2350,23349,2020-02-07 12:25:00
216,323.4000,323.4000,323.1612,323.2000,53125,2020-02-07 12:24:00
217,323.3350,323.4000,323.3200,323.3800,53200,2020-02-07 12:23:00
218,323.2250,323.3400,323.1800,323.3254,40427,2020-02-07 12:22:00
219,323.1100,323.2300,323.0600,323.2170,30983,2020-02-07 12:21:00
220,323.1501,323.2000,323.0800,323.0901,48033,2020-02-07 12:20:00
221,323.1450,323.1700,323.0400,323.1600,36327,2020-02-07 12:19:00
222,323.1750,323.1750,323.1100,323.1402,22027,2020-02-07 12:18:00
223,323.1610,323.2100,323.1600,323.1800,29918,2020-02-07 12:17:00
224,323.0743,323.1700,323.0600,323.1623,32087,2020-02-07 12:16:00
225,322.9736,323.0737,322.9736,323.0737,20942,2020-02-07 12:15:00
226,322.9351,323.0657,322.9351,322.9699,40298,2020-02-07 12:14:00
227,322.7900,322.9580,322.7700,322.9100,25203,2020-02-07 12:13:00
228,322.8200,322.8900,322.7700,322.7800,26956,2020-02-07 12:12:00
229,322.9400,322.9500,322.8202,322.8202,14268,2020-02-07 12:11:00
230,322.9516,322.9899,322.8300,322.9449,21104,2020-02-07 12:10:00
231,323.0080,323.1000,322.9200,322.9503,31077,2020-02-07 12:09:00
232,323.0400,323.0700,322.9800,322.9950,33223,2020-02-07 12:08:00
233,322.9250,323.0500,322.9250,323.0298,30827,2020-02-07 12:07:00
234,322.7800,322.9400,322.7700,322.9250,28204,2020-02-07 12:06:00
235,322.8903,322.8903,322.7600,322.7800,18448,2020-02-07 12:05:00
236,322.8900,322.9400,322.8600,322.8700,27230,2020-02-07 12:04:00
237,322.8300,322.9300,322.8300,322.8800,20256,2020-02-07 12:03:00
238,322.8226,322.8226,322.7300,322.8000,25312,2020-02-07 12:02:00
239,322.8503,322.9000,322.7200,322.8200,29883,2020-02-07 12:01:00
240,322.8900,322.9400,322.8200,322.8400,17277,2020-02-07 12:00:00
241,322.9900,322.9900,322.8000,322.8969,40478,2020-02-07 11:59:00
242,322.9000,323.0401,322.9000,322.9997,44708,2020-02-07 11:58:00
243,322.8100,322.9000,322.8000,322.9000,31808,2020-02-07 11:57:00
244,322.7300,322.8100,322.7100,322.8000,36870,2020-02-07 11:56:00
245,322.5800,322.7400,322.5800,322.7203,30199,2020-02-07 11:55:00
246,322.5200,322.6300,322.4400,322.5900,38189,2020-02-07 11:54:00
247,322.6400,322.6800,322.4499,322.5100,40848,2020-02-07 11:53:00
248,322.6300,322.7100,322.6136,322.6319,33611,2020-02-07 11:52:00
249,322.6600,322.7000,322.5700,322.6300,30055,2020-02-07 11:51:00
250,322.7300,322.7300,322.4200,322.6700,41788,2020-02-07 11:50:00
251,322.6100,322.7700,322.6100,322.7300,40468,2020-02-07 11:49:00
252,322.5500,322.6381,322.5349,322.6000,18039,2020-02-07 11:48:00
253,322.6700,322.7000,322.5300,322.5300,41076,2020-02-07 11:47:00
254,322.8728,322.8950,322.6600,322.6900,39686,2020-02-07 11:46:00
255,322.9000,322.9300,322.7900,322.8568,26778,2020-02-07 11:45:00
256,322.9579,322.9579,322.8700,322.8900,17648,2020-02-07 11:44:00
257,322.9350,322.9874,322.8746,322.9142,19144,2020-02-07 11:43:00
258,322.9400,323.0150,322.9200,322.9400,24144,2020-02-07 11:42:00
259,322.9500,322.9599,322.8600,322.9094,19132,2020-02-07 11:41:00
260,322.9300,323.0400,322.8959,322.9610,34773,2020-02-07 11:40:00
261,322.8582,322.9300,322.7801,322.9150,49885,2020-02-07 11:39:00
262,322.7900,322.9000,322.7750,322.8327,24027,2020-02-07 11:38:00
263,322.8200,322.8365,322.7200,322.7900,28706,2020-02-07 11:37:00
264,322.7600,322.8700,322.6800,322.8100,43763,2020-02-07 11:36:00
265,323.0550,323.0700,322.7200,322.7700,74053,2020-02-07 11:35:00
266,323.3150,323.3300,323.0200,323.0448,58010,2020-02-07 11:34:00
267,323.2378,323.3300,323.1200,323.3183,54704,2020-02-07 11:33:00
268,323.0300,323.4000,323.0000,323.2547,113619,2020-02-07 11:32:00
269,322.9600,323.0700,322.8300,323.0300,58871,2020-02-07 11:31:00
270,323.0500,323.0500,322.9500,322.9603,38339,2020-02-07 11:30:00
271,323.0320,323.0800,323.0000,323.0318,52971,2020-02-07 11:29:00
272,323.0700,323.1327,323.0100,323.0100,43063,2020-02-07 11:28:00
273,322.9300,323.0700,322.9300,323.0550,62457,2020-02-07 11:27:00
274,322.9900,323.0221,322.9000,322.9100,9244,2020-02-07 11:26:00
275,323.0000,323.1000,322.9100,322.9900,46471,2020-02-07 11:25:00
276,322.8439,323.0400,322.7500,323.0100,74074,2020-02-07 11:24:00
277,322.9801,323.0200,322.8253,322.8253,39684,2020-02-07 11:23:00
278,322.9700,323.0248,322.8700,322.9872,32608,2020-02-07 11:22:00
279,322.7200,323.0200,322.7000,323.0000,67202,2020-02-07 11:21:00
280,322.7000,322.7500,322.5000,322.6800,107914,2020-02-07 11:20:00
281,322.6600,322.7750,322.6100,322.7150,26977,2020-02-07 11:19:00
282,322.9240,323.0000,322.6600,322.6600,49295,2020-02-07 11:18:00
283,323.0000,323.0300,322.8560,322.9200,39436,2020-02-07 11:17:00
284,322.9700,323.0100,322.8300,322.9900,49389,2020-02-07 11:16:00
285,322.7200,323.0482,322.7200,322.9800,94136,2020-02-07 11:15:00
286,322.5849,322.8256,322.5800,322.7600,56158,2020-02-07 11:14:00
287,322.5200,322.6599,322.5100,322.5800,30785,2020-02-07 11:13:00
288,322.3300,322.5000,322.2838,322.5000,23183,2020-02-07 11:12:00
289,322.4200,322.5200,322.3300,322.3443,43724,2020-02-07 11:11:00
290,322.5099,322.5099,322.3900,322.4300,32252,2020-02-07 11:10:00
291,322.5627,322.5800,322.4400,322.5000,30686,2020-02-07 11:09:00
292,322.4026,322.6025,322.4026,322.5700,50110,2020-02-07 11:08:00
293,322.2892,322.4599,322.2700,322.4064,32606,2020-02-07 11:07:00
294,322.2300,322.3331,322.1232,322.2900,41624,2020-02-07 11:06:00
295,322.2400,322.3599,322.1800,322.2500,62123,2020-02-07 11:05:00
296,322.1800,322.3500,322.1150,322.2400,80337,2020-02-07 11:04:00
297,322.0311,322.1800,321.9700,322.1233,50069,2020-02-07 11:03:00
298,322.0300,322.1800,321.7500,322.0200,92993,2020-02-07 11:02:00
299,322.3750,322.3900,322.0100,322.0600,86572,2020-02-07 11:01:00
300,322.8408,322.8408,322.3700,322.3769,100633,2020-02-07 11:00:00
301,322.9300,322.9500,322.8250,322.8360,27522,2020-02-07 10:59:00
302,322.8143,322.9700,322.7285,322.9422,34964,2020-02-07 10:58:00
303,322.8302,322.8500,322.6700,322.8000,59909,2020-02-07 10:57:00
304,322.6500,322.8590,322.6350,322.7900,46117,2020-02-07 10:56:00
305,322.4700,322.6600,322.4224,322.6200,32203,2020-02-07 10:55:00
306,322.6100,322.6599,322.3700,322.4737,87813,2020-02-07 10:54:00
307,322.6900,322.7158,322.4200,322.6000,61905,2020-02-07 10:53:00
308,322.7200,322.7400,322.5800,322.6700,31754,2020-02-07 10:52:00
309,322.7209,322.8007,322.6500,322.7152,38355,2020-02-07 10:51:00
310,322.5199,322.8700,322.5000,322.7300,86286,2020-02-07 10:50:00
311,322.5801,322.7100,322.4100,322.5200,66668,2020-02-07 10:49:00
312,322.8300,322.8699,322.5300,322.6100,81908,2020-02-07 10:48:00
313,322.9300,323.0500,322.8101,322.8500,75297,2020-02-07 10:47:00
314,323.2352,323.2352,322.8800,322.9220,65474,2020-02-07 10:46:00
315,323.2301,323.3200,323.0900,323.2246,84250,2020-02-07 10:45:00
316,322.9400,323.2600,322.9250,323.2375,134004,2020-02-07 10:44:00
317,322.6800,322.9900,322.6800,322.9300,60403,2020-02-07 10:43:00
318,322.7200,322.9200,322.6500,322.6600,46193,2020-02-07 10:42:00
319,322.8892,322.9300,322.7065,322.7149,54779,2020-02-07 10:41:00
320,323.0800,323.0851,322.8200,322.8800,83707,2020-02-07 10:40:00
321,322.8900,323.1200,322.8800,323.0800,130042,2020-02-07 10:39:00
322,322.7001,322.9500,322.7000,322.8850,91784,2020-02-07 10:38:00
323,322.6000,322.7300,322.3535,322.7000,56645,2020-02-07 10:37:00
324,322.6700,322.6800,322.5100,322.5700,43262,2020-02-07 10:36:00
325,322.8100,322.8100,322.5800,322.6578,63604,2020-02-07 10:35:00
326,322.7400,322.8100,322.6300,322.8100,75422,2020-02-07 10:34:00
327,322.8610,322.8700,322.6500,322.7500,113499,2020-02-07 10:33:00
328,322.5300,322.8776,322.5100,322.8776,115647,2020-02-07 10:32:00
329,322.2200,322.7000,322.2200,322.5600,138337,2020-02-07 10:31:00
330,322.0250,322.2800,322.0200,322.2200,65727,2020-02-07 10:30:00
331,322.3400,322.4685,322.0000,322.0200,120132,2020-02-07 10:29:00
332,322.0500,322.4400,322.0500,322.3401,139222,2020-02-07 10:28:00
333,321.8600,322.0316,321.7800,322.0150,70450,2020-02-07 10:27:00
334,322.0430,322.0700,321.7700,321.8700,100961,2020-02-07 10:26:00
335,321.6500,322.0700,321.6100,322.0500,151057,2020-02-07 10:25:00
336,321.3373,321.7500,321.3373,321.6304,165570,2020-02-07 10:24:00
337,321.3477,321.3793,321.2700,321.3343,54341,2020-02-07 10:23:00
338,321.2673,321.3705,321.1700,321.3433,59355,2020-02-07 10:22:00
339,321.1499,321.3500,321.1300,321.2600,77049,2020-02-07 10:21:00
340,321.2900,321.4000,321.0400,321.1070,107182,2020-02-07 10:20:00
341,321.1200,321.3100,321.0700,321.2900,93586,2020-02-07 10:19:00
342,320.7799,321.1300,320.7799,321.1300,133027,2020-02-07 10:18:00
343,320.8907,321.1626,320.6922,320.7963,211545,2020-02-07 10:17:00
344,321.0900,321.1150,320.8300,320.8944,106086,2020-02-07 10:16:00
345,321.2400,321.2400,321.0800,321.0800,48885,2020-02-07 10:15:00
346,321.2900,321.2900,321.0600,321.2100,80267,2020-02-07 10:14:00
347,321.1900,321.3800,321.1800,321.2800,60247,2020-02-07 10:13:00
348,321.1100,321.2750,321.0700,321.2032,44219,2020-02-07 10:12:00
349,321.1320,321.2600,321.1015,321.1100,66419,2020-02-07 10:11:00
350,321.1258,321.1745,320.9800,321.1300,62070,2020-02-07 10:10:00
351,321.2900,321.3200,321.0900,321.1000,73421,2020-02-07 10:09:00
352,321.0800,321.3910,321.0300,321.2900,110966,2020-02-07 10:08:00
353,321.0400,321.2150,320.9600,321.0700,94378,2020-02-07 10:07:00
354,320.9500,321.1300,320.8600,321.0400,93734,2020-02-07 10:06:00
355,320.9300,321.0400,320.7706,320.9700,146195,2020-02-07 10:05:00
356,321.3800,321.4000,320.9400,320.9400,70076,2020-02-07 10:04:00
357,321.3000,321.4600,321.0800,321.4000,90692,2020-02-07 10:03:00
358,320.9138,321.4200,320.8154,321.3050,158697,2020-02-07 10:02:00
359,321.1800,321.2000,320.8400,320.9221,101538,2020-02-07 10:01:00
360,321.1200,321.2700,320.9700,321.2100,149861,2020-02-07 10:00:00
361,321.4050,321.4500,321.0500,321.1100,96500,2020-02-07 09:59:00
362,321.4576,321.4576,321.3983,321.4247,79647,2020-02-07 09:58:00
363,321.2400,321.4650,321.2400,321.4400,80734,2020-02-07 09:57:00
364,321.1650,321.3700,321.1650,321.3700,72651,2020-02-07 09:56:00
365,321.3100,321.3100,321.1985,321.1985,90328,2020-02-07 09:55:00
366,321.0350,321.4000,321.0350,321.4000,96366,2020-02-07 09:54:00
367,321.3841,321.3841,321.0900,321.0900,105183,2020-02-07 09:53:00
368,321.2780,321.2799,321.2300,321.2799,90960,2020-02-07 09:52:00
369,321.4500,321.5111,321.2200,321.2200,113970,2020-02-07 09:51:00
370,321.3200,321.5400,321.3200,321.5400,113540,2020-02-07 09:50:00
371,321.4100,321.4800,321.3100,321.4473,140045,2020-02-07 09:49:00
372,321.0737,321.4403,321.0737,321.4403,131187,2020-02-07 09:48:00
373,321.2100,321.2100,321.1200,321.1200,219069,2020-02-07 09:47:00
374,320.7200,321.0400,320.7200,321.0400,136071,2020-02-07 09:46:00
375,321.1400,321.1400,320.7800,320.7800,132113,2020-02-07 09:45:00
376,321.1500,321.1500,321.1300,321.1400,103245,2020-02-07 09:44:00
377,321.1200,321.1200,320.9780,320.9780,126533,2020-02-07 09:43:00
378,321.1310,321.2603,321.1310,321.2603,203854,2020-02-07 09:42:00
379,321.0100,321.0200,320.9100,320.9100,182256,2020-02-07 09:41:00
380,320.6918,321.2894,320.6918,321.2894,199238,2020-02-07 09:40:00
381,321.1357,321.3100,320.8900,321.0600,164868,2020-02-07 09:39:00
382,321.0875,321.2600,321.0000,321.2600,188424,2020-02-07 09:38:00
383,321.2300,321.5350,321.1701,321.1701,154592,2020-02-07 09:37:00
384,320.8559,321.2300,320.8559,321.2300,201756,2020-02-07 09:36:00
385,321.0350,321.1800,321.0255,321.0255,291370,2020-02-07 09:35:00
386,321.7700,321.7700,321.2400,321.2400,204936,2020-02-07 09:34:00
387,322.7428,323.0391,322.3085,322.3229,178213,2020-02-07 09:33:00
388,321.8302,322.7300,321.7000,322.6500,303412,2020-02-07 09:32:00
389,322.3800,322.3800,321.2400,321.3900,1196658,2020-02-07 09:31:00
390,325.1000,325.2400,325.0400,325.2100,512123,2020-02-06 16:00:00
391,325.0000,325.1000,324.9700,325.0836,386466,2020-02-06 15:59:00
392,324.9900,325.0000,324.9600,325.0000,202091,2020-02-06 15:58:00
393,324.9800,325.0000,324.9184,324.9800,121119,2020-02-06 15:57:00
394,324.9100,324.9800,324.8700,324.9800,142001,2020-02-06 15:56:00
395,324.7100,325.0100,324.6900,324.9200,179974,2020-02-06 15:55:00
396,324.5700,324.7200,324.5575,324.6902,109100,2020-02-06 15:54:00
397,324.5700,324.6900,324.5400,324.5600,51855,2020-02-06 15:53:00
398,324.6800,324.7000,324.5000,324.5700,77962,2020-02-06 15:52:00
399,324.7400,324.7600,324.6000,324.6592,65706,2020-02-06 15:51:00
400,324.7100,324.7525,324.7097,324.7300,57608,2020-02-06 15:50:00
