MeanAbsError,MeanError,StdError,Date
0.04451744336278128,-0.010410538945125216,0.052729812869032285,2020-04-14
0.03789988038881635,0.009618258057882485,0.050337166055735634,2020-04-14
0.05584297458993191,0.04747939170153327,0.05169616253297249,2020-04-14
0.035493728949282766,-0.010092370845829887,0.04298672556598596,2020-04-14
0.029079990095742938,0.007284106368615973,0.037225400527463266,2020-04-14
0.05213372905152985,0.041116532421688466,0.05226945837704396,2020-04-14
0.03422926584613141,0.017851067406480358,0.03916539860451701,2020-04-15
0.0424115343071018,0.013935149264982044,0.05217586256311496,2020-04-17
0.04634440822212188,0.02511449182554716,0.054141233655830866,2020-04-26
0.04213141839756617,0.03417367959598494,0.03758311415786583,2020-04-26
0.03332110534430252,0.017631268548916994,0.043374091933258606,2020-04-26
0.036287716188850426,0.03414056673318397,0.034344577658759104,2020-04-26
0.03981644638275754,0.015765400968158358,0.050476432674912114,2020-04-26
0.04650373330870757,0.015478203158750418,0.0585681330496567,2020-04-26
0.033794666129651395,0.00965986108831913,0.04286165150111649,2020-04-26
0.051766594994441695,0.04152429424434476,0.04563906090383454,2020-04-26
0.03447973327080193,0.005695842624838583,0.049382026172461686,2020-04-26
0.05246111032927462,0.025494274755395053,0.05752416173962786,2020-04-26
0.0332592322870593,0.015655288380084134,0.0431933674638048,2020-04-26
0.04592998291274671,0.03543327887309156,0.0395345207011013,2020-04-26
0.051353034492984194,0.037201182373607436,0.054182303960915584,2020-04-26
0.03739351010970515,-0.007178824236422822,0.04728875093058274,2020-04-27
0.03804086526348939,0.005360881244784918,0.05229153533262141,2020-04-27
0.03715934463114234,0.013782692074853454,0.04608350308264597,2020-04-27
0.10557279277529318,0.05180697552773318,0.14735275751862667,2020-04-28
0.1746859933587479,0.05239687109747339,0.23799251601148755,2020-04-29
