MeanAbsError,MeanError,StdError,Date
0.040794689223498416,0.032760034629053414,0.050448011018354326,2020-04-14
0.03262289183995317,0.0053892873501672,0.04809295901511607,2020-04-14
0.03653387518601447,0.02189331720492255,0.05650977050334303,2020-04-14
0.04592372820927389,0.03603757554739863,0.047811635751138386,2020-04-14
0.029864159775598486,-0.004699742880933164,0.04536749344999888,2020-04-14
0.04482101844993508,0.034816342849541916,0.04489868224124488,2020-04-14
0.03670027614574077,0.02327803621572444,0.041675004026171934,2020-04-15
0.04004347187409544,0.03804748783013876,0.025358388658530923,2020-04-17
0.04734695335140879,0.035466042892135966,0.05435490818700912,2020-04-26
0.03860510719687983,0.02573548174192036,0.04672235133570095,2020-04-26
0.04129037405896528,0.03232271144165408,0.043660646981469736,2020-04-26
0.025137294868439075,0.01002029186112665,0.03806816360896149,2020-04-26
0.0280577671447035,0.0056992066512456425,0.03901357598027778,2020-04-26
0.0455617081668207,0.039873827547292184,0.0472380058985191,2020-04-26
0.0307090746556882,0.01374747921361677,0.03817001776978216,2020-04-26
0.041125024409870654,0.031394618828014184,0.052746515372323714,2020-04-26
0.032186748030347836,0.024652524136805482,0.031505669028017866,2020-04-27
0.03852749606371493,0.022593108625977826,0.05524782075504794,2020-04-27
0.03650223351818981,0.028508316508108436,0.0462059746993587,2020-04-27
0.13210274357181698,0.0430554137163743,0.17303432453739515,2020-04-28
0.13324734903341467,0.08267720326499955,0.16863068156255354,2020-04-29
