MeanAbsError,MeanError,StdError,Date
0.03699428688372045,0.022388913383988768,0.048058351871820636,2020-04-14
0.026383184053014853,-0.01143223050179769,0.04489235145899178,2020-04-14
0.08240273994127181,0.08240273994127181,0.051580207549193145,2020-04-14
0.02589549978909472,0.016780105024986863,0.03225454549715955,2020-04-14
0.03520454078920221,0.028281694051197976,0.03903011050344851,2020-04-14
0.03285431741710878,0.02393306553859328,0.03942616887526462,2020-04-14
0.038852948907971266,0.022773312463394986,0.04692499997828455,2020-04-15
0.034282394752799844,0.021787027916917816,0.03572369771104583,2020-04-17
0.050117533807021136,0.028325050563356755,0.059308947989655664,2020-04-26
0.0416042843013169,0.027065072767177727,0.062257177158356526,2020-04-26
0.04203708847007631,0.0349477291257634,0.0380865043726471,2020-04-26
0.060178057909796766,0.0494559727728713,0.05164064136087654,2020-04-26
0.02191748223130439,-0.0038803739619049,0.028292836427508863,2020-04-26
0.0409435705190156,0.003948033067565245,0.054330837602000574,2020-04-26
0.051592725376203206,0.04481008055058027,0.061504040736686576,2020-04-26
0.03139053257670685,-0.006392869063441608,0.04627696733111125,2020-04-26
