MeanAbsError,MeanError,StdError,Date
0.02775827338838958,-0.009258000310860636,0.039213905871648524,2020-04-14
0.028366656773985418,0.01335750087979054,0.03638909492313757,2020-04-14
0.026527512654969988,0.003199130412214205,0.036185380698549735,2020-04-14
0.023917553889619983,0.018012616446599367,0.023781780847069268,2020-04-14
0.020834395933354646,0.007785088824125444,0.031081931046934675,2020-04-14
0.021942902982196904,-0.0028939771197516104,0.02919271849929284,2020-04-14
0.035407037432482164,0.02955215918066998,0.05000248926998629,2020-04-15
0.04880474585950465,0.04785998288006423,0.04880776282694616,2020-04-17
0.03201569594335425,0.004825943355740834,0.052137024141306935,2020-04-26
0.029820782350764262,0.016705254228821406,0.031383293024782884,2020-04-26
0.029428366662607425,0.011502652338792949,0.038300423444142466,2020-04-26
0.02199764338989405,-0.008227185046208904,0.02605710015120058,2020-04-26
0.03665164396186238,0.02799933467477948,0.03783641107879422,2020-04-26
0.03273121451860608,0.02412339633442136,0.04740468010028565,2020-04-26
0.03942397234792088,0.021451850042113727,0.05634045385752341,2020-04-27
0.032398244348538954,0.02789432720026941,0.03137844289233094,2020-04-27
0.03170967500861044,0.018451456084594257,0.03376102508360596,2020-04-27
0.0782194943188563,0.04200348158849268,0.09530368582201168,2020-04-28
0.045274724146926286,0.017986787639162265,0.06597326558472502,2020-04-29
